seed,path,layer,matrix_shape,matrix_rows,matrix_cols,elements,frobenius_norm,spectral_norm,stable_rank,effective_rank_entropy,rank_90_energy,rank_95_energy,rank_99_energy,rank_995_energy,rank_999_energy,rank_384_relative_error,rank_320_relative_error,rank_256_relative_error,rank_192_relative_error,rank_160_relative_error,rank_128_relative_error,rank_96_relative_error,rank_64_relative_error
seed1,layers.m_w_read,11,"[512, 512]",512,512,262144,50.7391519759,14.873799506,11.637040954,174.468985376,207,266,366,395,443,0.0812140328226,0.151196303711,0.237385446794,0.342275586177,0.403155973612,0.470858090638,0.547171731564,0.636188040775
seed1,layers.m_w_out,0,"[512, 512]",512,512,262144,43.1425907285,18.1002256357,5.68125737888,70.9272191639,78,104,204,260,360,0.0241758558161,0.0453779874993,0.0722545404761,0.107381248225,0.132041581615,0.17141192064,0.245389661303,0.379594671175
seed1,layers.m_w_out,1,"[512, 512]",512,512,262144,42.174751921,20.4680946314,4.24570916173,100.213205415,174,234,343,377,433,0.0650206419604,0.12183010648,0.19372960718,0.285038897215,0.340220409138,0.402926180661,0.477037039623,0.566520159347
seed1,layers.m_w_out,2,"[512, 512]",512,512,262144,43.3903332358,20.3008407545,4.56833477314,107.219185751,181,242,349,382,435,0.0683297961502,0.128269793685,0.203563756952,0.29693478068,0.351764736636,0.413754291537,0.486070994139,0.57300557254
seed1,layers.m_w_out,3,"[512, 512]",512,512,262144,44.1638063133,18.5066826793,5.6947653791,136.555003572,194,254,357,389,440,0.0744409791666,0.138803326401,0.219475770117,0.31887744388,0.377426984827,0.444266661564,0.520828051545,0.611173671941
seed1,layers.m_w_out,4,"[512, 512]",512,512,262144,44.8892355637,17.1250463493,6.8710151829,150.448761157,201,260,361,391,441,0.0769186331362,0.144337388678,0.228087987658,0.330236597942,0.389633925853,0.456193853944,0.531185157448,0.619198132103
seed1,layers.m_w_out,5,"[512, 512]",512,512,262144,44.8352341103,17.1044168016,6.87103786362,162.968861083,211,269,366,396,443,0.0811114216992,0.152996982805,0.241677098226,0.34885887513,0.410699617091,0.47975491124,0.557083372567,0.646179236051
seed1,layers.m_w_out,6,"[512, 512]",512,512,262144,45.6439585024,15.0843334078,9.15618075604,196.098353726,220,277,372,401,447,0.0869002733139,0.161907209795,0.254728964836,0.367283916231,0.43199283352,0.503454847246,0.584010732912,0.677068663674
seed1,layers.m_w_out,7,"[512, 512]",512,512,262144,45.4225432845,15.591308429,8.48746055834,187.458214079,219,276,371,399,446,0.0853237441887,0.160212159255,0.253435351511,0.364926635507,0.42928657481,0.500165270859,0.579830719278,0.671207400719
seed1,layers.m_w_out,8,"[512, 512]",512,512,262144,45.80061373,15.3622456024,8.88859640438,195.897699543,222,278,373,401,447,0.0877514098992,0.163835096242,0.257956582925,0.371555541351,0.436827357393,0.508699598723,0.588661487943,0.68012917115
