family,matrices_per_seed,stable_rank_seed1_mean,stable_rank_seed2_mean,stable_rank_absolute_difference,stable_rank_relative_difference_percent,effective_rank_seed1_mean,effective_rank_seed2_mean,effective_rank_absolute_difference,consistency_label,rank_384_energy_absolute_difference,rank_320_energy_absolute_difference,rank_256_energy_absolute_difference,rank_192_energy_absolute_difference,rank_160_energy_absolute_difference,rank_128_energy_absolute_difference,rank_96_energy_absolute_difference,rank_64_energy_absolute_difference
m_wq,12,7.807258161867637,7.5508914462647025,0.2563667156029341,3.338510460494337,45.94297735863177,45.655190168054,0.2877871905777738,high,1.062386827732631e-06,7.058540686388781e-06,2.9253738403900442e-05,0.0001696909228517951,0.0003885347451827448,0.0009138592129563916,0.0020981739493192153,0.0044671428631104515
m_wk,12,8.518357171536785,9.218931657650486,0.7005744861137018,7.899454001796309,49.723617314689314,50.24588804454101,0.522270729851698,moderate,1.130414084338227e-06,1.2255254213111577e-05,3.51870977834956e-05,0.00011030964240377195,0.00028739904502561586,0.0007526664477828238,0.0017649419907792563,0.0035246655487360945
m_wv,12,30.864308138284272,29.948629731230387,0.9156784070538855,3.011459203035518,185.5822718682184,184.89775671097865,0.6845151572397583,high,6.696575536813132e-05,0.00014429693045159286,0.00028482019045339424,0.0004771496378848106,0.00043012828930288904,8.33866421542373e-05,0.0007731095925325171,0.001925712902268062
m_w_read,12,14.98896021605542,16.496333919706405,1.5073737036509858,9.575096850938234,170.33518461219546,172.61218716589414,2.2770025536986793,moderate,3.0416569799407434e-05,0.0002886366524261774,0.000741515611354715,0.0013786831056559201,0.0016772460748988305,0.001879413406342234,0.00199483732825001,0.0016835851805241386
m_w_out,12,7.030840974424971,7.282505919274601,0.25166494484962953,3.5165073091382566,155.16160890705217,156.97488279846505,1.8132738914128765,high,0.00011970066252842138,0.0003409347438562138,0.0008387681054217166,0.0015639465066820124,0.0020253304336718125,0.0025551554310202507,0.0030445544672316194,0.003156992712323947
