family,rank,experiments,mean_baseline_bpc,mean_compressed_bpc,mean_bpc_delta,max_bpc_delta,min_bpc_delta,mean_retained_energy,min_retained_energy,mean_relative_frobenius_error,max_relative_frobenius_error,recommendation
m_w_out,64,2,1.498908526976968,1.532727378174197,0.03381885119722916,0.03917917421257422,0.028458528181884102,0.6063270799442717,0.5345769573597625,0.6220419229323406,0.682219204244675,reject_at_this_rank
m_w_out,128,2,1.498908526976968,1.509395255104653,0.010486728127685252,0.01451370189763801,0.0064597543577324945,0.7877396469912967,0.7377443290288638,0.4516934176980375,0.5121090420712529,reject_at_this_rank
m_w_out,256,2,1.498908526976968,1.5004559408781062,0.001547413901138217,0.0018852523209267336,0.0012095754813497006,0.9461928081991102,0.9310022252221141,0.22628000681764288,0.2626742750592184,candidate
m_wk,64,2,1.498908526976968,1.4997915289021604,0.000883001925192417,0.000991651964875162,0.000774351885509672,0.9177461610042703,0.7751745046063424,0.28087727216468145,0.4741576693397014,strong_candidate
m_wk,128,2,1.498908526976968,1.499051476806582,0.00014294982961404745,0.00015100076745766522,0.00013489889177042969,0.9667194337831466,0.9396358239002273,0.18141171006103818,0.2456912210474211,strong_candidate
m_wk,256,2,1.498908526976968,1.4989315511543522,2.302417738431206e-05,3.278419282093381e-05,1.3264161947690312e-05,0.9929106016302607,0.991208371435654,0.08395967299930551,0.09376368467773656,strong_candidate
m_wq,64,2,1.498908526976968,1.5002749076402417,0.0013663806632737696,0.002299837998662957,0.0004329233278845823,0.9191190563210692,0.788370686515015,0.27969277386797997,0.46003186138025814,candidate
m_wq,128,2,1.498908526976968,1.498986392122146,7.786514517815757e-05,9.594482135022453e-05,5.978546900609061e-05,0.9650456554022575,0.9445217545882529,0.18650710127309328,0.2355382037202183,strong_candidate
m_wq,256,2,1.498908526976968,1.4989224898184348,1.3962841466930165e-05,2.678629787178366e-05,1.13938506207667e-06,0.9916540255445732,0.9910121053588489,0.09132500562394501,0.09480450749384825,strong_candidate
